,delta
1999,0.8873031109672969
3598,0.0
397,0.13353138905309336
1087,-0.22314345131425384
1442,-0.16251891185071798
5046,0.4700028792469553
5352,0.0
142,0.0
408,-0.13353138905309336
3850,0.0
1203,0.4700035792457413
1027,0.0
5294,-0.18232150917491907
3033,-0.28768173911883643
792,0.0
3419,0.2876804057948359
3953,-0.1823215401272904
2428,-0.14310074107664406
5059,0.0
1695,-0.18232139012744142
4097,0.40546477477510834
3942,0.0
3817,0.0
2815,-0.22314305131533452
1285,-0.22314353464754433
2925,0.0
1864,1.6094371124345805
2300,-0.0645385003042449
182,-0.13353135691024676
3601,0.40546469144193154
385,0.0
5042,-0.10536049343560805
4494,-0.18232139012744142
1187,0.0
4623,0.0
3574,-0.24116166720713217
2493,0.47000312924627785
4730,-0.22314350131422067
3521,0.18232144568291275
3315,-0.6931421805974445
2188,-0.28768123912087873
845,0.0
3120,-0.2876804057948359
3051,-0.13353103548262268
1752,0.6286080760895985
2646,-0.40546469144193154
2178,0.1823208901297324
330,0.0
4945,0.0
2524,0.0
5433,0.0
962,-0.1541506322082249
3440,-0.28768123912087873
3587,0.0
1182,0.6931469805600052
2021,-0.1823214901273129
4399,-0.18232122346123347
2026,-0.40546494144156675
3775,-0.18232139012744142
684,-0.47000347924578456
2162,-0.22314330131449012
936,0.0
4766,-0.22314305131533452
4078,0.0
118,-0.28768190578521313
3442,0.40546469144193154
2430,0.33647166519362237
3897,-0.14310074107664406
3652,0.09531016162251049
5087,-0.22314338464766692
1409,-0.06453851697090585
1192,0.1823215401272904
4417,-0.22314255131870908
1353,-0.223143541314208
1715,-0.22314350131422067
1866,-0.22314345131425384
3667,-0.15415056077973155
1495,0.4307828891693788
3026,-0.22314255131870908
2933,0.0
692,-0.11778302871193702
1812,0.0
1616,0.22314354631421196
1759,-0.18232154568284287
912,0.0
4474,-0.4054617748026086
732,-0.2876816557857218
4377,0.0
585,0.0
5015,0.1541506322082249
4446,-0.22314305131533452
725,-0.15415066792249732
1067,-0.13353137476738297
4452,0.0
1341,0.4054651014414965
2568,1.0704408640826717
5408,-0.11778275787926162
3079,-0.18232144568291275
5182,0.0
5386,-0.28768123912087873
377,-0.06899287053457215
1890,-0.1823215234606277
3485,-0.1823214901273129
2628,-0.5108202904895442
5295,0.0
2787,0.22314338464766692
196,-0.22314353464754433
3093,-0.16251875302737773
3089,0.6931438472432774
5229,-0.1823215234606277
4968,0.0
2766,0.40546477477510834
4127,0.0
2994,0.40546477477510834
2115,0.5389959054952644
3922,0.0
3472,-0.28768203078512045
1381,-0.5877857760146128
1403,0.0
4613,-0.13353135691024676
4773,-0.10536046010230038
153,0.0
2514,-0.4700028792469553
5144,0.33647109376798845
855,0.0
1157,-0.40546502477484836
1425,0.4054650664415025
3967,0.0
5137,0.0
2642,-0.1541497274522019
4263,0.26236424139057135
2708,-0.2876809613449893
514,0.33647217947836516
3069,0.0
1927,-0.18232139012744142
2932,0.28768123912087873
4942,-0.1823214901273129
4865,-0.18232139012744142
4727,-0.22314338464766692
1362,-0.22314345131425384
1318,-0.22314353464754433
2129,0.0
4924,0.6931371807099431
3260,0.4519850198469779
4649,-0.4054634414484415
105,0.22314345131425384
5142,0.0
2164,0.0
2403,0.1823214901273129
1937,0.1541506322082249
3175,0.0
4150,-0.40546477477510834
3122,0.1670540566911427
550,-0.10536051343560615
4206,0.0
4996,-0.22314330131449012
3067,-0.1823214901273129
5049,-0.18232139012744142
4511,0.2876816557857218
3782,-0.10536046010230038
3481,0.1823215234606277
2192,0.0
2958,-0.28768198911847165
4862,-0.33647109376798845
2455,-0.18232022347040022
2760,0.4054650664415025
1070,0.69314701389332
3252,0.0
3445,0.0
2038,0.14310074107664406
1387,0.35667490108159505
1710,0.0
2450,0.0645385003042449
1130,-0.40546494144156675
1751,-0.22314353464754433
779,-0.18232154568284287
1153,-0.1823214901273129
694,-0.0896121560111176
3446,0.11332868102129012
2444,-0.22314255131870908
1133,-0.28768198911847165
5270,-0.1823215234606277
5168,0.0
1614,0.0
3168,0.0
1482,-0.28768203078512045
1863,1.2527626113526242
2782,-0.22314330131449012
1991,0.0
2412,0.0
2124,-0.28768190578521313
4843,0.0
3593,-0.18232144568291275
172,0.0
304,0.0
1933,0.0
3094,0.40546444144260896
500,-0.1431008231278561
1106,0.33647217947836516
897,0.5596157665068517
4335,-0.10536049343560805
1661,0.0
5253,0.0
574,-0.06453851697090585
3854,0.0
1931,0.13353137476738297
2896,0.0
5256,0.0
2463,-10.12667110305036
2219,0.06453843780434632
3115,0.356674515367823
4725,0.22314330131449012
4747,0.9162847319161536
4694,0.33647166519362237
3148,-0.13353103548262268
2388,0.0
2401,0.0
2088,0.0
4374,-0.28768173911883643
953,0.0
4780,-0.22314338464766692
4227,-0.40546469144193154
3462,0.1823215234606277
738,0.11778302871193702
3182,-0.287681794674274
3130,0.0
5025,0.22314330131449012
19,0.0
1792,-0.18232155012729123
2602,0.22314338464766692
1885,-0.18232139012744142
5278,-0.15415065601773748
2982,-0.28768123912087873
3926,-0.31845366293673116
5356,0.0
4639,0.510825357099467
4571,-0.1823214901273129
5257,-0.28768190578521313
4389,-0.405464274776568
3776,-0.28768123912087873
389,0.10536051343560615
4346,0.28768190578521313
4600,-0.2876804057948359
955,0.1690763259503676
71,0.0
4738,0.0
2248,-0.2231434798856604
2817,0.4054634414484415
1066,0.6931470555599688
1900,0.33647217947836516
1289,0.22314354631421196
2423,0.0
3156,0.34484014315481915
2082,0.09531013434980018
3717,-0.22314352631421208
3660,0.0
2910,-0.18232122346123347
5377,-0.22314255131870908
849,-0.1823215401272904
3861,0.08961213190397999
2864,0.0
2971,-0.22314255131870908
1652,0.0
518,0.0
5113,-0.1335312140533329
3397,0.0
5036,-0.10536046010230038
3261,0.3856622925767841
2959,-0.28768123912087873
1624,0.0
885,0.35667490108159505
2516,0.0
3864,0.0
2783,0.0
2010,0.28768201689623574
2543,-0.1541497274522019
4299,0.0
2905,0.0
2711,0.24116127759863737
4699,0.0
4324,-0.10536046010230038
1915,-0.11778289676765752
4549,-0.28768123912087873
1219,0.0
824,-0.10536050454671653
4846,0.5596155736497916
4499,0.0
3241,-0.28768123912087873
217,-0.13353137476738297
150,-0.22314338464766692
2554,0.28768123912087873
3514,0.0
3727,0.28768186411859986
3900,0.0
2204,-0.2876816557857218
4034,0.28768203078512045
2052,0.0
3337,1.041451717970281
2358,-0.15415020363825604
4462,-0.2876820557851154
1488,0.08701137320175079
3242,0.510822957113545
587,0.0
4790,0.0
2294,-0.169076289108272
3831,0.0
1796,0.0
3060,-0.22314305131533452
205,-0.18232139012744142
979,0.0
1122,-0.28768198911847165
2510,-0.22314155133220837
5062,0.0
163,0.0
1846,0.9162902318744468
2468,0.0
4030,0.22314354417135362
2537,-0.18232122346123347
4084,0.0
3189,-0.28768123912087873
4325,-0.13353103548262268
470,0.0
2371,-0.14310074107664406
3636,0.0
2440,-0.4700028792469553
4134,0.40546477477510834
1060,-0.35667485822446743
3423,0.24116166720713217
335,0.0
3907,-0.11778296621197981
1081,0.35667490108159505
4214,0.0
1537,-0.40546499699708427
3808,0.0
667,-0.40546477477510834
2169,0.0
3046,-0.22314255131870908
947,-0.4054650414415093
1198,0.3448404691348692
3142,0.22314345131425384
3110,0.28768190578521313
1222,0.0
3731,0.0
1640,0.28768198911847165
951,0.28768204467400693
1921,-0.22314350131422067
4778,0.0
1857,0.9162901318745753
1340,0.6931470555599688
4111,-0.18232139012744142
2555,0.8266753589119542
1431,-0.1823215234606277
3448,-0.06899286196314414
328,-0.22314345131425384
2051,0.0
4172,0.0
4421,-0.22314305131533452
3493,0.0
1290,0.0
874,-0.22314354631421196
3329,-0.1541504417323889
4606,-0.18232139012744142
2435,-0.22314305131533452
5430,0.0
1294,-0.22314354298087835
16,0.0
542,0.0
5023,0.0
1229,0.18232155012729123
5350,-0.15415065601773748
3600,0.0
1251,-0.24686006918152614
4944,0.22314330131449012
2772,-0.40546477477510834
2264,-0.28768190578521313
1570,-0.2006706752601346
266,-0.35667490108159505
2714,0.0
5096,0.0
2947,0.6931421805974445
753,-0.15415067506535252
5279,0.0
3157,0.2876804057948359
5351,0.0
3025,0.0
1794,0.6931470555599688
97,-0.223143541314208
3745,0.35667485822446743
2956,0.0
3061,0.0
4146,0.0
4916,0.0
1964,-0.1823215234606277
2928,0.0
4195,0.28768190578521313
3814,-0.22314255131870908
4894,0.0
49,-0.22314350131422067
2649,1.6964463197331483
1360,-0.13353135691024676
2013,0.1823215345717344
2736,0.0
4579,-0.28768123912087873
1226,0.38566246198845633
1227,-0.28768190578521313
2936,-0.510822957113545
4187,0.6931466805603215
344,-0.1541506322082249
223,0.40546502477484836
4128,0.28768173911883643
513,0.0
2074,0.510825357099467
4777,0.18232144568291275
3092,-0.2623640336984643
3969,-0.09531013434980018
313,-0.06899284767743552
1742,0.8109300773274644
2547,-0.22314330131449012
2710,-0.33647109376798845
3494,-0.06899284767743552
3561,-0.09531013434980018
54,0.1823215401272904
342,0.0
204,-0.06899282386793537
5000,0.0
4834,0.0
1327,0.07410796940646946
1359,0.0
2684,0.22314305131533452
2926,0.0
2036,-0.5877857760146128
111,-0.22314350131422067
983,0.5108255793215513
2622,0.0
3484,-0.15415065601773748
1339,-0.15415067506535252
5460,0.0
4595,0.0
382,-0.09531017798614272
4976,0.0
1724,-0.1823208901297324
3198,-0.33647166519362237
4598,0.0
801,0.28768201689623574
4027,-0.13353137476738297
2301,0.07410786226377652
4590,-0.22314338464766692
2769,0.1823214901273129
3635,-0.15415020363825604
3963,0.0
5384,0.0
1720,-0.1823215401272904
3209,-0.4054634414484415
3558,0.223143541314208
3127,-0.2513141108209904
2332,-0.06899268101128797
818,0.0
1679,0.0
3983,0.0
3619,0.0
4344,-0.13353103548262268
494,0.40546507477483473
2498,-0.10536046010230038
4877,0.13353137476738297
4333,0.0
5449,0.0
499,0.0
1780,0.1823215234606277
14,0.0
2368,0.356674515367823
4112,0.0
56,0.0
147,-0.13353135691024676
1970,0.0
4628,0.2876804057948359
1343,0.0
1059,0.0
602,0.22314354631421196
2551,0.0
2177,0.2513141108209904
3743,0.2876816557857218
1459,0.0
908,0.0896121560111176
4542,-0.4054634414484415
1830,-0.1823208901297324
1123,0.22314353464754433
4515,0.0
3404,-0.2876804057948359
4931,-0.13353103548262268
1959,-0.28768198911847165
4472,0.0
945,0.22314353464754433
2527,0.40546494144156675
3053,0.0
754,0.0
3146,0.0
3977,0.19415600183591408
2946,-0.40546399700014035
4690,0.0
96,0.0
2443,-0.2006702914225631
4029,0.0
2810,-0.1823214901273129
174,-0.6931470805599602
2282,0.0
1366,-0.4700035792457413
3008,0.0
633,0.11332868102129012
388,-0.18232154568284287
3020,-0.2513137933618843
2492,-0.33647109376798845
5083,-0.10536046010230038
719,0.0
3930,0.0
1269,-0.3364722080497877
986,0.1278333660553379
795,-0.22314352631421208
1237,-0.1823215401272904
3140,0.0
4169,0.0
4290,0.28768190578521313
4680,0.3285039114165542
1286,-0.1823214901273129
2730,-0.1335312140533329
3997,0.40546499699708427
1443,-0.0870113618381172
5040,0.22314305131533452
4149,0.0
4382,-0.13353103548262268
124,0.0
3637,0.0
797,-0.28768173911883643
621,-0.16251892773306764
809,-0.1823214901273129
5207,-0.20067065505811854
1925,-0.10536046010230038
460,-0.28768173911883643
3388,-0.11332864244987739
814,0.15415066792249732
3459,-0.22314352631421208
1889,-0.13353137476738297
891,2.5902665487793826
359,0.0
4077,0.0
444,0.07696103817316668
5208,0.0
5227,0.1823215234606277
1043,0.0
1062,0.0
1692,-0.1541506322082249
4301,0.22314345131425384
3543,0.0
3279,-0.40546469144193154
616,-0.1690763259503676
1453,0.0
1028,2.7725512230366345
1963,0.40546507477483473
3413,0.8266769660449125
3525,-0.08004257946861237
3914,0.0
2250,-0.28768190578521313
169,-0.5877865760132437
4692,0.0
3359,0.0
1609,0.0
699,0.0
2238,0.0
216,-0.1335312140533329
2416,-0.22314330131449012
4323,-0.22314305131533452
4806,0.0
4500,0.0
600,0.13353138816023602
4171,0.4700028792469553
4840,0.5596155736497916
3631,-0.11778296621197981
4521,0.0
3082,0.0
1953,-0.22314345131425384
4087,0.0
1645,0.07410797105481848
3451,-0.10536051010227254
130,0.0
3341,0.06899277624898659
449,-0.22314352631421208
3273,0.0
2465,-10.12667110305036
3918,0.0
411,-0.18232155012729123
1733,0.0
2561,-0.1335312140533329
999,0.15415020363825604
5039,0.0
1306,0.0
1207,0.0
3784,-0.06899286672504701
3772,-0.13353137476738297
2111,0.0
2431,-0.22314305131533452
3950,-0.22314330131449012
816,0.0
1672,-0.5108254904326923
3500,0.3364721223355378
2677,-0.11778275787926162
2682,-0.1541506322082249
4560,0.0
2662,0.0
4960,-0.10536046010230038
3650,-0.1335312140533329
2611,11.51293546492023
94,-0.1278333660553379
3570,-0.10536046010230038
4453,0.18232144568291275
1865,0.0
2377,0.0
2134,0.40546477477510834
4887,0.0
4182,0.6931468472267799
2274,-0.07410796116471197
635,-0.5596156807925858
4230,-0.22314330131449012
2022,0.0
1069,0.0
52,0.0
1214,0.0
3363,0.0
4088,-0.10536046010230038
5251,0.0
5186,-0.18232122346123347
3454,-0.11778302176749555
122,0.0
4367,-0.18232122346123347
1750,0.0
2550,-0.12783331696445366
851,0.0
3355,0.0
875,-0.18232154568284287
991,0.0
4661,0.0
5004,0.0
1943,-0.13353135691024676
2601,0.0
972,0.5877866204576776
3853,-0.22314338464766692
1486,-0.26236424139057135
5445,-0.18232139012744142
2108,-0.09531013434980018
4914,0.0
3460,-0.33647217947836516
4739,0.0
3461,-0.22314353464754433
4161,0.0
887,-0.1823214901273129
1990,0.9162902318744468
301,-0.04082197785359476
3011,-0.2876804057948359
466,0.11332868102129012
2446,-0.22314255131870908
4547,0.0
2353,0.0
1424,0.13353135691024676
2283,-0.1335312140533329
4449,0.18232122346123347
1530,0.0
1762,0.0
2948,-0.2876804057948359
2355,0.0
82,-0.13353135691024676
4319,0.4307826468618572
862,0.09531017798614272
2520,0.0
3686,-0.10536046010230038
2861,-0.26236380292984585
2011,-0.22314345131425384
236,-0.22314305131533452
3661,0.0
4007,0.3566749225101624
4662,-0.1823215234606277
4984,0.0
3155,0.5108251793219409
2934,-0.15415020363825604
1962,0.0
5395,-0.22314338464766692
4535,0.0
3490,-0.10536046010230038
2258,-0.22314255131870908
316,0.0
4635,-0.1823215234606277
2712,-0.31845236748806016
5335,0.0
3987,0.0
1601,0.0
2045,0.22314350131422067
2061,-0.22314345131425384
1245,-0.44183271259650425
3962,-0.07410791720870868
1641,-0.27443678254388004
922,0.0
2472,0.0
578,0.18232154568284287
2544,1.098611177558233
2831,0.0
943,0.0
3798,-0.20067059445210056
4485,0.0
2912,-0.1335312140533329
5240,0.0
4293,-0.40546477477510834
4847,0.13353137476738297
1068,0.0
1936,0.0
3688,-0.10536050454671653
4341,0.28768190578521313
658,-0.10536051343560615
4231,0.0
2198,0.0
2148,0.0
3360,-0.22314255131870908
4473,0.0
1955,-0.13353135691024676
646,0.0
2261,0.0
1748,0.0
4466,0.1823215234606277
383,0.0896121560111176
3880,0.0
4025,0.0
614,-0.11778303287860581
5075,0.0
4209,0.0
2860,0.0
3028,0.0
2028,0.5108254904326923
5344,-0.6931466805603215
2999,0.0
4993,0.1823214901273129
3237,0.2876804057948359
430,0.0
5261,0.0
3038,-0.1823208901297324
2865,0.0
3968,-0.22314338464766692
3984,-0.16705407067715328
4330,0.0
5197,0.0
2069,0.0
5224,0.0
4352,0.0
1941,0.6931468472267799
3266,-0.16251875302737773
4038,0.0
1463,-0.5596155736497916
1684,0.22314354631421196
3564,-0.24685999043155782
649,0.0
3735,0.5108255570993325
2513,0.6931466805603215
2267,-0.4700028792469553
4460,0.0
2044,0.0
3868,0.0
3184,0.0
2504,-0.2513141108209904
641,0.223143541314208
314,0.11778300787861262
4792,0.0
4869,-0.2876816557857218
1784,-0.10536051010227254
4545,0.0
4767,0.0
3576,0.0
5110,-0.28768190578521313
894,-0.15415067506535252
4867,0.0
941,0.18232155012729123
1731,-0.22314353464754433
995,0.35667485822446743
2984,0.0
2922,0.33647166519362237
5065,0.1670540566911427
1472,-0.40546507477483473
1202,0.40546507477483473
2633,0.0
4610,-0.1541506322082249
4646,-0.40545844155260724
2746,-0.06453835447133471
4490,0.0
2983,0.0
4895,-0.22314350131422067
971,0.0
1161,0.0
4484,0.1823214901273129
268,0.0
1659,0.0
1447,-0.47000355424574813
1415,0.405465052552616
1638,-0.18232144568291275
5302,0.0
2429,-0.1335312140533329
3215,0.4054617748026086
1770,-0.1823215234606277
1440,-0.34092649669283936
4915,0.0
3759,0.0
412,-0.1823215234606277
1063,0.18232154568284287
1458,-0.10536046010230038
1011,-1.0296187743244527
3954,-0.13353137476738297
2883,-0.13353103548262268
3526,-0.18232122346123347
3992,0.05129329307176178
2395,-0.4054634414484415
2183,0.28768190578521313
1238,0.1823215234606277
409,0.4054650664415025
882,0.11778302871193702
281,-0.10536050454671653
1303,-0.15415065601773748
402,0.09531017525887009
1980,-0.3001044628207641
4199,0.0
1332,0.0
4918,0.0
735,0.0
2666,-0.2513137933618843
1803,-0.31015491618262914
4759,0.0
1421,-0.1823215234606277
2350,-0.20067059445210056
390,-0.13353138905309336
2853,0.0
4815,-0.18232139012744142
2553,0.0
4908,0.2876816557857218
1736,0.0
